,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,languages,genre,ccu,tags
604,16426867,Bloons TD 6,Freakinware Studios,Akupara Games,,211509,10372,0,"1,000,000 .. 2,000,000",0,0,0,0,953,1419,0,"English, French, Italian, Spanish - Spain, Czech, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Swedish, Turkish, Simplified Chinese, Traditional Chinese","Action, Strategy",6325,"{'Great Soundtrack': 3539, 'FPS': 3421, 'Classic': 3224, 'Multiplayer': 3147, 'Sci-fi': 2940, 'Story Rich': 2938, 'Co-op': 2711, 'First-Person': 2556, 'Epic': 2462, 'Action': 2432, 'Shooter': 2425, 'Singleplayer': 2286, 'Aliens': 2266, 'Lore-Rich': 2244, 'Beautiful': 2126, 'Space': 2084, 'Atmospheric': 1977, 'Adventure': 1634, 'Horror': 757, 'Online Co-Op': 360}"
605,14535716,DRAGON BALL XENOVERSE,"KOEI TECMO GAMES CO., LTD.",Tactical Adventures,,28631,1843,0,"2,000,000 .. 5,000,000",0,0,0,0,26,21,0,"English, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean, Turkish, Italian, Russian","Casual, Indie",2607,"{'Free to Play': 36613, 'Survival': 16313, 'Zombies': 15159, 'Multiplayer': 14913, 'Open World': 14862, 'Co-op': 14800, 'Crafting': 14791, 'Sandbox': 14780, 'Adventure': 14770, 'Shooter': 14761, 'First-Person': 14759, 'Post-apocalyptic': 14752, 'Action': 14748, 'Looter Shooter': 14747, 'FPS': 14743, 'Singleplayer': 14739, 'Massively Multiplayer': 14723, 'Atmospheric': 14710, 'Indie': 14708, 'Casual': 14703}"
606,4592611,HITMAN 3,Quantic Dream,Desertkun,,850,3964,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese","Action, Adventure, Free to Play, RPG",0,"{'Early Access': 731, 'Open World': 664, 'Survival': 658, 'Base-Building': 601, 'Vampire': 589, 'Multiplayer': 581, 'Crafting': 573, 'PvP': 492, 'PvE': 491, 'Online Co-Op': 470, 'Building': 450, 'Hack and Slash': 434, 'Sandbox': 370, 'Exploration': 354, 'Massively Multiplayer': 337, 'Action': 325, 'Action-Adventure': 324, 'Singleplayer': 318, 'Dark Fantasy': 313, 'Adventure': 311}"
607,4450439,FINAL FANTASY XV WINDOWS EDITION,"KRAFTON, Inc.",Kakao Games Europe B.V.,,59211,47,0,"2,000,000 .. 5,000,000",0,0,0,0,961,1715,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese","Simulation, Strategy",17141,"{'Hack and Slash': 235, 'Action': 214, 'Female Protagonist': 205, 'Singleplayer': 184, 'Adventure': 183, 'Souls-like': 158, 'RPG': 151, 'Action-Adventure': 147, 'Open World': 122, 'Violent': 111, 'Third Person': 107, 'Story Rich': 95, 'Atmospheric': 93, 'Dark Fantasy': 92, 'Post-apocalyptic': 87, 'Puzzle': 74, 'Fantasy': 70, 'Gore': 68, 'Difficult': 64, 'Dark': 52}"
608,9630540,Portal 2 Sixense Perceptual Pack,Kunos Simulazioni,Xbox Game Studios,,908,49,0,"1,000,000 .. 2,000,000",0,0,0,0,5,6,0,"English, Dutch, French, German, Italian, Portuguese - Portugal, Russian, Spanish - Spain","Action, Adventure, Indie, Massively Multiplayer, RPG",1,"{'RPG': 1063, 'Cyberpunk': 862, 'Turn-Based': 665, 'Isometric': 456, 'Sci-fi': 398, 'Indie': 364, 'Strategy': 336, 'Singleplayer': 314, 'Tactical': 296, 'Adventure': 253, 'Moddable': 225, 'Kickstarter': 223, 'CRPG': 167, 'Story Rich': 136, 'Fantasy': 119, 'Atmospheric': 113, 'Crowdfunded': 110, 'Turn-Based Strategy': 109, 'Dystopian ': 109, 'Female Protagonist': 82}"
609,8292642,Gauntlet Slayer Edition,"Edmund McMillen, Florian Himsl",WOLCEN Studio,,38244,6856,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,English,Strategy,271,"{'Free to Play': 508, 'Dragons': 341, 'MOBA': 264, 'Multiplayer': 222, 'RPG': 215, 'Action': 185, 'Adventure': 165, 'Singleplayer': 112, 'Fantasy': 101, 'Co-op': 101, 'Indie': 100, 'PvP': 97, 'Massively Multiplayer': 97, 'Strategy': 94, 'Survival': 65, 'MMORPG': 57, 'Open World': 50, 'FPS': 36, 'Sandbox': 27, 'Atmospheric': 20}"
610,14314853,LEGO Star Wars: The Skywalker Saga,Microblast Games,BANDAI NAMCO Entertainment,,72089,1524,0,"1,000,000 .. 2,000,000",0,0,0,0,3564,6053,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Thai, Traditional Chinese","Casual, Free to Play, Indie",10034,"{'Anime': 336, 'Hack and Slash': 330, ""Beat 'em up"": 324, 'Fighting': 312, 'Pirates': 310, 'Action': 286, 'Split Screen': 279, 'PvP': 274, 'Arcade': 269, 'Multiplayer': 154, 'Co-op': 132, 'Adventure': 121, 'RPG': 120, 'Local Co-Op': 114, 'Comedy': 111, 'Online Co-Op': 101, 'Musou': 93, 'Controller': 89, 'Singleplayer': 88, 'Open World': 74}"
611,3899655,The Binding of Isaac: Rebirth,MachineGames,Paradox Interactive,,145962,20159,0,"1,000,000 .. 2,000,000",0,0,0,0,28,20,0,"English, French, German, Italian, Spanish - Spain, Russian","Adventure, Indie, RPG",0,"{'Action': 403, 'Online Co-Op': 373, 'Co-op': 354, 'Dark Fantasy': 327, 'First-Person': 295, 'Gore': 281, 'Games Workshop': 275, 'Multiplayer': 268, 'FPS': 218, 'Fantasy': 195, 'Hack and Slash': 175, 'Atmospheric': 155, 'Survival': 143, 'Action RPG': 143, 'RPG': 102, 'Adventure': 88, 'Singleplayer': 87, 'Indie': 81, 'Horror': 77, 'Female Protagonist': 39}"
612,1444389,METAL GEAR SOLID V: THE PHANTOM PAIN,"Big Huge Games, 38 Studios",Activision,,10946,12641,0,"2,000,000 .. 5,000,000",0,0,0,0,865,1493,0,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Spanish - Latin America","Casual, Indie, Strategy",996,"{'Stealth': 820, 'Action': 663, 'Tactical': 454, 'Short': 446, 'Singleplayer': 421, 'Third Person': 384, 'Story Rich': 381, 'Cinematic': 331, 'Open World': 308, 'Replay Value': 271, 'Atmospheric': 246, 'Great Soundtrack': 231, 'Adventure': 228, 'Third-Person Shooter': 212, 'Shooter': 187, 'Sandbox': 131, 'Classic': 90, 'Cold War': 88, 'Dark': 73, 'Multiplayer': 39}"
613,14416978,Farming Simulator 17,Jagex Limited,tobyfox,,7421,3578,0,"2,000,000 .. 5,000,000",0,0,0,0,817,1803,0,"English, Russian, Simplified Chinese, Spanish - Spain, Turkish","Simulation, Sports",4265,"{'Simulation': 611, 'Medical Sim': 521, 'Management': 494, 'Building': 398, 'Funny': 238, 'Singleplayer': 228, 'Strategy': 201, 'Sandbox': 196, 'Indie': 194, 'Comedy': 170, 'City Builder': 114, 'Casual': 112, 'Replay Value': 78, 'Cartoony': 75, 'Isometric': 57, 'Family Friendly': 54, 'Multiplayer': 53, 'Retro': 46, 'Classic': 46, 'Tactical': 35}"
614,16726924,MORDHAU,Visceral Games,Electronic Arts,,187030,15785,0,"10,000,000 .. 20,000,000",0,0,0,0,141,167,0,"English, German, French, Spanish - Spain, Russian, Czech, Hungarian, Japanese, Polish, Turkish, Traditional Chinese, Italian, Korean, Portuguese - Brazil","Casual, Indie, Simulation, Strategy",10731,"{'Souls-like': 2092, 'Dark Fantasy': 1344, 'RPG': 1257, 'Difficult': 1243, 'Action': 1208, 'Dark': 1192, 'Fantasy': 968, 'Atmospheric': 885, 'Action RPG': 821, 'Great Soundtrack': 816, 'Lore-Rich': 682, 'Adventure': 659, 'Multiplayer': 653, 'Third Person': 615, 'Replay Value': 607, 'Story Rich': 605, 'Exploration': 602, 'Character Customization': 584, 'Soundtrack': 501, 'Co-op': 401}"
615,2283526,Ryse: Son of Rome,"Masangsoft, Inc.",SEGA,,43020,7492,0,"1,000,000 .. 2,000,000",0,0,0,0,1315,1777,0,"English, Russian, Spanish - Spain, Italian, Simplified Chinese, French","Free to Play, Massively Multiplayer, RPG",1587,"{'Free to Play': 330, 'Action': 180, 'Robots': 162, 'Multiplayer': 158, 'Shooter': 151, 'Third-Person Shooter': 121, 'Massively Multiplayer': 110, 'Sandbox': 78, 'Indie': 67, 'FPS': 65, 'Open World': 65, 'Co-op': 61, 'RPG': 59, 'Building': 54, 'Survival': 47, 'Strategy': 45, 'First-Person': 42, 'Adventure': 42, 'Singleplayer': 34, 'Casual': 31}"
616,6855245,Knockout City,"Antimatter Games, Tripwire Interactive","2K, Feral Interactive (Mac)",,204765,11427,0,"10,000,000 .. 20,000,000",0,0,0,0,1034,1267,0,"English, Italian, German, Spanish - Spain, Japanese, Korean, Russian, French, Simplified Chinese, Traditional Chinese, Portuguese - Brazil","Free to Play, Massively Multiplayer, RPG",9343,"{'MMORPG': 397, 'Adventure': 353, 'RPG': 338, 'Fantasy': 286, 'Character Customization': 279, 'Third Person': 252, '3D': 249, 'Free to Play': 247, 'PvP': 240, 'Atmospheric': 232, 'Massively Multiplayer': 219, 'Strategy': 215, 'Class-Based': 203, 'Combat': 198, 'Multiplayer': 180, 'Crafting': 171, 'Online Co-Op': 127, 'Story Rich': 106, 'Exploration': 104, 'Singleplayer': 94}"
617,11000165,For The King,Digital Extremes,Bethesda Softworks,,94039,18180,0,"5,000,000 .. 10,000,000",0,0,0,0,26,55,16,"English, French, Italian, Spanish - Spain, Czech, Danish, Dutch, Greek, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Swedish, Turkish, Simplified Chinese, Traditional Chinese","Action, Adventure, Indie",6228,"{'Free to Play': 301, 'Card Game': 286, 'World War II': 285, 'Trading Card Game': 249, 'Wargame': 247, 'Board Game': 231, 'Turn-Based Strategy': 230, 'PvP': 230, 'Strategy': 225, 'Top-Down': 212, 'Turn-Based Combat': 179, 'Deckbuilding': 177, 'Tanks': 177, 'Historical': 173, 'Casual': 162, 'Multiplayer': 159, 'Realistic': 159, 'Military': 157, 'War': 154, 'Singleplayer': 147}"
618,6568352,Killing Floor 2,Frontier Developments,"CD PROJEKT RED, 1C-SoftClub",,125,19,0,"500,000 .. 1,000,000",0,0,0,0,430,599,0,English,"Adventure, Simulation, Sports",39,"{'Driving': 12261, 'Transportation': 12210, 'Simulation': 12157, 'Open World': 12107, 'Automobile Sim': 12063, 'Realistic': 12035, 'Moddable': 11945, 'Relaxing': 11926, 'Immersive Sim': 11829, 'Exploration': 11828, 'Economy': 11825, 'Management': 11797, 'Atmospheric': 11764, 'Multiplayer': 4243, 'Controller': 3805, 'Family Friendly': 3768, 'Third Person': 3763, 'Adventure': 3703, 'Casual': 3700, 'Indie': 3684}"
619,982425,NARAKA: BLADEPOINT,Shawn Hitchcock,"Proletariat, Inc.",,78785,13216,0,"10,000,000 .. 20,000,000",0,0,0,0,1,0,0,"English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Italian, Portuguese - Brazil, Traditional Chinese, Turkish","Action, Adventure, Indie",4448,"{'Adventure': 496, '1980s': 441, 'Dystopian ': 416, 'Choices Matter': 412, 'Simulation': 410, 'Dark Comedy': 407, 'Story Rich': 403, 'FMV': 398, 'Multiple Endings': 392, 'Political Sim': 390, 'Choose Your Own Adventure': 389, 'Management': 386, 'Interactive Fiction': 386, 'Political': 374, 'Atmospheric': 369, 'Point & Click': 363, 'Alternate History': 353, 'First-Person': 347, 'Singleplayer': 339, 'Indie': 331}"
620,2574322,Assassin’s Creed Rogue,Gunfire Games,"FishSoft, LLC",,17669,1516,0,"1,000,000 .. 2,000,000",0,0,0,0,113,212,0,"English, French, German, Spanish - Spain","Action, Indie, Massively Multiplayer, Simulation, Strategy",41,"{'Hack and Slash': 808, 'Action': 798, 'Quick-Time Events': 776, 'Rome': 625, 'Historical': 403, 'Third Person': 399, 'Singleplayer': 336, 'Adventure': 321, 'Gore': 319, 'Linear': 317, 'War': 266, 'Atmospheric': 254, 'RPG': 251, 'Nudity': 250, 'Open World': 244, 'Co-op': 244, 'Multiplayer': 243, 'Benchmark': 224, 'Short': 222, 'Fantasy': 73}"
621,9729160,Max Payne 3,Valve,Gameforge 4D GmbH,,5913,2746,0,"1,000,000 .. 2,000,000",0,0,0,0,56,80,0,"English, French, Italian, German, Spanish - Spain","Action, Simulation, Strategy",2,"{'Horror': 2656, 'Gore': 1071, 'Survival Horror': 1054, 'Psychological Horror': 1049, 'Atmospheric': 1039, 'Puzzle': 1033, 'First-Person': 1028, 'Nudity': 779, 'Dark': 765, 'Adventure': 754, 'Lovecraftian': 752, 'Indie': 746, 'Singleplayer': 707, 'Stealth': 474, 'Exploration': 472, 'Action': 471, 'Walking Simulator': 413, 'Physics': 405, 'Surreal': 400, 'Story Rich': 397}"
622,15594513,theHunter Classic,Motiga Inc.,Raw Fury,,13569,1007,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,"English, French, Italian, Spanish - Spain, German, Russian, Ukrainian, Polish, Traditional Chinese",Racing,2318,"{'America': 1221, 'Action': 1037, 'Pixel Graphics': 888, 'Co-op': 875, '2D': 810, 'Local Co-Op': 749, 'Platformer': 721, 'Multiplayer': 676, 'Indie': 639, 'Shooter': 507, 'Side Scroller': 464, 'Local Multiplayer': 446, 'Funny': 443, 'Retro': 433, 'Gore': 410, 'Comedy': 374, 'Adventure': 348, 'Arcade': 329, 'Casual': 275, 'Epic': 158}"
623,16199006,Borderlands 2,Supergiant Games,Akupara Games,,21491,1412,0,"2,000,000 .. 5,000,000",0,0,0,0,38,143,90,"English, French, Italian, German, Spanish - Spain, Russian",Strategy,112,"{'Puzzle-Platformer': 1729, 'Indie': 1258, 'Puzzle': 1084, 'Platformer': 1067, 'Dark': 997, 'Atmospheric': 928, 'Adventure': 710, '2D': 705, 'Singleplayer': 682, 'Horror': 622, 'Surreal': 323, 'Short': 284, 'Side Scroller': 267, 'Difficult': 238, 'Minimalist': 206, 'Physics': 201, 'Action': 191, 'Cinematic': 144, 'Casual': 142, 'Controller': 99}"
624,12466104,Cortex Command,Smartly Dressed Games,KOG Games,,21396,2509,0,"1,000,000 .. 2,000,000",0,0,0,0,36,76,0,"English, French, Italian, German, Spanish - Spain, Russian, Polish, Czech, Simplified Chinese, Korean, Portuguese - Brazil","Free to Play, Indie, Simulation",2233,"{'Open World': 1026, 'Action': 852, 'Martial Arts': 627, 'Third Person': 566, 'Crime': 477, 'Adventure': 430, 'Fighting': 375, 'Singleplayer': 347, 'Sandbox': 334, 'Story Rich': 320, 'Great Soundtrack': 170, 'Driving': 167, 'Automobile Sim': 153, 'Parkour': 141, 'Violent': 136, 'Third-Person Shooter': 135, 'RPG': 134, 'Shooter': 103, 'Atmospheric': 99, 'Multiplayer': 93}"
625,11700730,Castle Crashers,id Software,"Codemasters, Electronic Arts",,1576,3435,0,"1,000,000 .. 2,000,000",0,0,0,0,15,19,0,"English, Finnish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, German","Action, Indie, Strategy",446,"{'Free to Play': 889, 'Action': 438, 'Multiplayer': 434, 'FPS': 395, 'Shooter': 344, 'Superhero': 319, 'Funny': 305, 'First-Person': 221, 'Character Customization': 176, 'Comic Book': 165, 'Comedy': 165, 'Massively Multiplayer': 157, 'Online Co-Op': 136, 'Co-op': 132, 'Fighting': 116, 'Open World': 116, 'Gore': 108, 'Adventure': 93, 'Sandbox': 82, 'Singleplayer': 42}"
626,13448386,Sniper Elite 5,Ghost Town Games Ltd.,Frictional Games,,146282,17973,0,"2,000,000 .. 5,000,000",0,0,0,0,1167,2102,0,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish","Action, Free to Play, Indie",1052,"{'Action': 273, 'Open World': 273, 'Story Rich': 248, 'Crime': 247, 'Singleplayer': 206, 'Adventure': 200, 'Sexual Content': 160, 'Remake': 146, 'Third-Person Shooter': 142, 'Third Person': 126, 'Violent': 126, 'Multiplayer': 124, 'Classic': 115, 'Atmospheric': 110, 'Mature': 105, 'Shooter': 103, 'Gore': 90, 'Noir': 89, 'Great Soundtrack': 67, 'Racing': 38}"
627,3413113,Trine Enchanted Edition,Nadeo,Bohemia Interactive,,55331,31392,0,"2,000,000 .. 5,000,000",0,0,0,0,1,0,0,"English, French, Italian, German, Spanish - Spain, Japanese","Simulation, Strategy",219,"{'Space': 321, 'Simulation': 278, 'Free to Play': 240, 'Multiplayer': 232, 'Online Co-Op': 180, 'Funny': 156, 'Strategy': 144, 'Adventure': 142, 'Memes': 141, 'Open World': 130, 'Walking Simulator': 123, 'Co-op': 117, 'Sandbox': 108, 'Realistic': 98, 'Comedy': 84, 'Third Person': 81, 'Massively Multiplayer': 67, 'Singleplayer': 63, 'First-Person': 61, 'Puzzle': 57}"
628,1578560,DARK SOULS: REMASTERED,BeamNG,Lag Studios,,46517,4490,0,"5,000,000 .. 10,000,000",0,0,0,0,111,285,0,"English, French, Italian, German, Spanish - Spain, Russian","Action, Adventure",44,"{'Strategy': 387, 'Turn-Based Strategy': 351, 'Indie': 296, 'Pixel Graphics': 269, 'Turn-Based Tactics': 262, 'Mechs': 251, 'Rogue-like': 211, 'Turn-Based': 190, 'Puzzle': 181, 'Sci-fi': 180, 'Rogue-lite': 172, 'Singleplayer': 163, 'Tactical': 156, 'Turn-Based Combat': 150, 'RPG': 150, 'Isometric': 145, 'Simulation': 116, 'Replay Value': 115, 'Procedural Generation': 104, 'Great Soundtrack': 95}"
629,16314449,STAR WARS: The Old Republic,ArenaNet®,Amazon Games,,64354,812,0,"1,000,000 .. 2,000,000",0,0,0,0,826,1085,0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian","Adventure, Indie, Simulation",17858,"{'Sports': 168, 'Football (Soccer)': 119, 'Multiplayer': 105, 'e-sports': 95, 'Realistic': 91, 'Local Multiplayer': 80, 'Co-op': 79, 'Football (American)': 78, 'Singleplayer': 76, 'Local Co-Op': 71, 'Online Co-Op': 69, 'Psychological Horror': 58, 'Controller': 57, 'Free to Play': 52, 'Simulation': 35, 'Team-Based': 18, 'Horror': 12, 'Casual': 8}"
630,5268345,Call of Duty: Ghosts,Dylan Fitterer,"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,178823,15670,0,"2,000,000 .. 5,000,000",0,0,0,0,840,1012,0,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Traditional Chinese","Action, Adventure, Indie, RPG",57,"{'MMORPG': 471, 'Character Customization': 450, 'Loot': 450, '2D Platformer': 449, 'Side Scroller': 441, 'PvE': 438, 'Multiple Endings': 416, 'Free to Play': 411, 'PvP': 410, 'Co-op': 409, 'Third Person': 408, 'Platformer': 405, 'Multiplayer': 403, 'Cute': 403, 'Anime': 400, 'Story Rich': 394, 'Massively Multiplayer': 393, 'RPG': 294, 'Casual': 193, '2D': 191}"
631,10776440,Dead Island Definitive Edition,Jesse Makkonen,Stunlock Studios,,113489,4544,0,"2,000,000 .. 5,000,000",0,0,0,0,1476,3000,49,"English, French, German, Spanish - Spain, Polish, Russian, Portuguese - Brazil, Turkish, Simplified Chinese, Japanese","Action, Indie, Massively Multiplayer, Simulation, Strategy",10361,"{'Sandbox': 287, 'Physics': 277, 'FPS': 276, 'VR': 274, 'Shooter': 273, 'Simulation': 265, 'First-Person': 202, 'Gun Customization': 200, 'Funny': 193, 'Moddable': 158, 'Realistic': 157, 'Action': 149, 'Comedy': 139, 'Destruction': 136, 'Atmospheric': 134, 'Memes': 129, 'America': 128, 'Singleplayer': 121, 'Early Access': 114, 'Indie': 84, 'VR Only': 1}"
632,4072156,Cult of the Lamb,Team Salvato,Kunos Simulazioni,,634,671,0,"500,000 .. 1,000,000",0,0,0,0,1134,2951,90,"English, French, German, Spanish - Spain, Turkish, Polish, Russian","Action, Free to Play, Massively Multiplayer",0,"{'Space': 407, 'Automation': 398, 'Base-Building': 389, 'Building': 326, 'Open World': 318, 'Resource Management': 304, 'Simulation': 301, 'Sci-fi': 269, 'Management': 267, 'Sandbox': 250, 'City Builder': 209, 'Strategy': 189, 'Singleplayer': 167, 'Space Sim': 156, '3D': 137, 'Third Person': 130, 'Early Access': 95, 'Indie': 71, 'RTS': 32, 'Casual': 27}"
633,7318863,Aliens vs. Predator,Unknown Worlds Entertainment,Electronic Arts,,133404,59789,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,90,English,Action,6606,"{'Open World': 2021, 'Action': 1566, 'Crime': 1159, 'Classic': 1115, 'Automobile Sim': 1060, 'Third Person': 1055, 'Singleplayer': 1022, 'Multiplayer': 1022, 'Shooter': 856, 'Driving': 834, 'Story Rich': 753, 'Adventure': 678, 'Sandbox': 655, 'Mature': 643, 'Great Soundtrack': 620, 'Third-Person Shooter': 605, 'Moddable': 514, 'Atmospheric': 510, 'Funny': 489, 'Comedy': 382}"
634,7774975,Supreme Commander: Forged Alliance,Runic Games,Ubisoft,,34727,2393,0,"2,000,000 .. 5,000,000",0,0,0,0,161,190,0,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian",Action,118,"{'Free to Play': 703, 'Sci-fi': 447, 'Massively Multiplayer': 434, 'Space': 423, 'RPG': 348, 'MMORPG': 346, 'Open World': 246, 'Multiplayer': 215, 'Character Customization': 195, 'Action': 185, 'Third Person': 144, 'Adventure': 135, 'Singleplayer': 111, 'Co-op': 105, 'PvE': 105, 'Online Co-Op': 103, 'PvP': 102, 'Strategy': 91, 'Action RPG': 81, 'Tactical': 77}"
635,14277691,Disco Elysium - The Final Cut,World Makers,KOG,,18173,2091,0,"1,000,000 .. 2,000,000",0,0,0,0,1,1,0,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Adventure,769,"{'RPG': 922, 'Story Rich': 816, 'Choices Matter': 777, 'Detective': 678, 'Isometric': 535, 'Atmospheric': 507, 'Singleplayer': 483, 'CRPG': 428, 'Point & Click': 416, 'Noir': 405, 'Surreal': 395, 'Indie': 367, 'Adventure': 364, 'Exploration': 362, 'Funny': 355, 'Visual Novel': 352, 'Open World': 352, 'Character Customization': 335, 'Political': 330, 'Sexual Content': 288}"
636,16711051,The Riftbreaker,Indefatigable,ProjectMoon,,8748,842,0,"2,000,000 .. 5,000,000",0,0,0,0,466,629,0,"English, Italian, German, French, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Polish, Turkish, Korean, Japanese","Action, RPG",128,"{'Battle Royale': 890, 'Free to Play': 712, 'Multiplayer': 468, 'Shooter': 424, 'Survival': 363, 'Early Access': 333, 'PvP': 329, 'Action': 310, 'Third-Person Shooter': 282, 'Third Person': 236, 'FPS': 193, 'Competitive': 193, 'Team-Based': 172, 'Fantasy': 165, 'Massively Multiplayer': 138, 'Open World': 122, 'Co-op': 121, 'Online Co-Op': 119, 'Memes': 72, 'Singleplayer': 53}"
637,12999440,Deponia: The Complete Journey,"Ironclad Games, Stardock Entertainment",Beamdog,,10400,2311,0,"5,000,000 .. 10,000,000",0,0,0,0,0,0,0,English,RPG,203,"{'FPS': 469, 'Arena Shooter': 391, 'Multiplayer': 386, 'Classic': 368, 'Fast-Paced': 310, 'Action': 287, 'Shooter': 270, 'e-sports': 210, 'Competitive': 199, 'First-Person': 172, 'Difficult': 118, 'Cult Classic': 66, 'Old School': 58, 'Parkour': 29, 'Funny': 29, 'Nostalgia': 20, 'Addictive': 18, 'Atmospheric': 16, 'Survival': 14, 'Sci-fi': 10}"
638,5216049,RISK: Global Domination,Giants Software,PlayWay S.A.,,126187,4737,0,"1,000,000 .. 2,000,000",0,0,0,0,426,617,0,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","Action, Adventure, Strategy",14360,"{'Massively Multiplayer': 681, 'Open World': 671, 'MMORPG': 646, 'RPG': 554, 'Adventure': 503, 'Action': 439, 'PvP': 410, 'PvE': 392, 'Multiplayer': 330, 'Walking Simulator': 287, 'Fantasy': 274, 'Character Customization': 270, 'Crafting': 240, 'Third Person': 222, 'Open World Survival Craft': 178, 'Co-op': 177, 'Sandbox': 147, 'Violent': 135, 'Sexual Content': 107, 'Singleplayer': 66}"
639,5182149,Spiral Knights,"Thekla, Inc.","CAPCOM Co., Ltd.",,5471,206,0,"2,000,000 .. 5,000,000",0,0,0,0,673,1285,0,"English, French, German, Spanish - Spain, Italian","Action, Adventure, Indie",137,"{'Co-op': 675, 'Stealth': 424, 'Indie': 403, 'Heist': 334, 'Local Co-Op': 286, 'Strategy': 265, 'Online Co-Op': 261, 'Top-Down': 255, 'Action': 237, 'Multiplayer': 233, 'Crime': 174, 'Casual': 141, 'Great Soundtrack': 123, 'Adventure': 119, 'Pixel Graphics': 113, 'Local Multiplayer': 108, 'Controller': 99, '2D': 91, 'Singleplayer': 81, 'Loot': 64}"
640,3650799,INSIDE,Frozenbyte,"LucasArts, Lucasfilm, Disney",,174761,16192,0,"5,000,000 .. 10,000,000",0,0,0,0,1,0,0,"English, German, French, Italian, Spanish - Spain, Japanese","Action, Indie",6000,"{'Space': 2373, 'Strategy': 2019, 'Grand Strategy': 2019, 'Sci-fi': 1986, '4X': 1881, 'Exploration': 1867, 'Sandbox': 1838, 'Simulation': 1816, 'Multiplayer': 926, 'Real-Time with Pause': 901, 'Moddable': 899, 'Singleplayer': 896, 'Diplomacy': 854, 'Management': 849, 'Futuristic': 813, 'Military': 808, 'Replay Value': 779, 'Atmospheric': 756, 'Great Soundtrack': 756, 'Procedural Generation': 753}"
641,9360585,Grand Theft Auto V,"CAPCOM Co., Ltd.",kazakovstudios,,16316,11499,0,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,"English, French, German, Italian, Japanese, Polish, Spanish - Spain","Casual, Strategy",0,"{'Top-Down Shooter': 369, 'Action': 336, 'Tactical': 332, 'Artificial Intelligence': 331, 'Open World': 323, 'Military': 321, 'Sandbox': 318, 'Wargame': 314, 'Top-Down': 314, 'Moddable': 313, 'Loot': 297, 'Multiplayer': 290, 'Singleplayer': 290, 'PvE': 287, 'Co-op': 281, 'Co-op Campaign': 273, 'Online Co-Op': 271, 'Shooter': 267, 'RPG': 218, 'Isometric': 213}"
642,2145589,SUPERHOT,Capcom,"LucasArts, Lucasfilm, Disney",,487,4,0,"1,000,000 .. 2,000,000",0,0,0,0,447,716,0,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese",Strategy,0,"{'Visual Novel': 3460, 'Story Rich': 2647, 'Free to Play': 2638, 'Anime': 2517, 'Great Soundtrack': 2133, 'Choices Matter': 1888, 'Mature': 1581, 'Romance': 1523, 'Singleplayer': 1467, 'Nudity': 1377, 'Multiple Endings': 1271, '2D': 943, 'Dating Sim': 904, 'Replay Value': 825, 'Adventure': 792, 'Mystery': 791, 'Comedy': 614, 'Indie': 509, 'Classic': 497, 'Casual': 338}"
